Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
19-11-2016,24-11-2016,Standard Class,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3,0.2,13.8267
19-11-2016,24-11-2016,Standard Class,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186
19-11-2016,24-11-2016,Standard Class,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 1905,10.368,2,0.2,3.6288
19-11-2016,24-11-2016,Standard Class,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2,0.8,-2.0264
18-12-2017,23-12-2017,Second Class,Russell Applegate,Consumer,United States,Encinitas,California,West,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352
18-12-2017,23-12-2017,Second Class,Russell Applegate,Consumer,United States,Encinitas,California,West,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,1,0.15,-12.6882
18-12-2017,23-12-2017,Second Class,Russell Applegate,Consumer,United States,Encinitas,California,West,Technology,Accessories,Logitech Illuminated - Keyboard,119.98,2,0,57.5904
22-07-2016,24-07-2016,Second Class,Dionis Lloyd,Corporate,United States,San Francisco,California,West,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3,2,0,3.024
04-09-2015,08-09-2015,Standard Class,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,Office Supplies,Paper,Xerox 1908,279.9,5,0,137.151
04-09-2015,08-09-2015,Standard Class,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0,111.591
04-09-2015,08-09-2015,Standard Class,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2,0,2.0492
04-09-2015,08-09-2015,Standard Class,Christine Sundaresam,Consumer,United States,Roswell,Georgia,South,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0,7.4872
20-01-2014,26-01-2014,Standard Class,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Technology,Phones,Apple iPhone 5C,699.93,7,0,181.9818
20-01-2014,26-01-2014,Standard Class,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Office Supplies,Art,Newell 351,22.96,7,0,6.6584
20-01-2014,26-01-2014,Standard Class,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0,11.58
20-01-2014,26-01-2014,Standard Class,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Office Supplies,Art,Newell 327,6.63,3,0,1.7901
20-01-2014,26-01-2014,Standard Class,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Office Supplies,Envelopes,Staple envelope,23.34,3,0,10.9698
20-01-2014,26-01-2014,Standard Class,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,South,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0,224.2674
02-03-2015,07-03-2015,Standard Class,Pete Armstrong,Home Office,United States,Richmond,Indiana,Central,Office Supplies,Art,50 Colored Long Pencils,10.16,1,0,2.6416
02-03-2015,07-03-2015,Standard Class,Pete Armstrong,Home Office,United States,Richmond,Indiana,Central,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,6,0,50.94
12-04-2016,16-04-2016,Standard Class,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,Furniture,Tables,KI Adjustable-Height Table,343.92,4,0,75.6624
12-04-2016,16-04-2016,Standard Class,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,Office Supplies,Paper,Xerox 1945,40.99,1,0,20.0851
12-04-2016,16-04-2016,Standard Class,Brian Dahlen,Consumer,United States,Springfield,Virginia,South,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,0,28.755
06-12-2016,07-12-2016,First Class,Greg Guthrie,Corporate,United States,Antioch,California,West,Office Supplies,Paper,Xerox 216,19.44,3,0,9.3312
05-06-2016,09-06-2016,Standard Class,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4,0.2,-23.364
05-06-2016,09-06-2016,Standard Class,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Avery 502,7.56,3,0.2,2.646
11-12-2016,11-12-2016,Same Day,Lena Radford,Consumer,United States,Homestead,Florida,South,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,3,0.2,7.4571
12-11-2016,15-11-2016,Second Class,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,0,129.384
12-11-2016,15-11-2016,Second Class,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0,10.5504
12-11-2016,15-11-2016,Second Class,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,Office Supplies,Paper,Xerox 1896,19.98,2,0,8.991
12-11-2016,15-11-2016,Second Class,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,Office Supplies,Art,Newell 332,20.58,7,0,5.5566
12-11-2016,15-11-2016,Second Class,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2,0,8.69
29-09-2014,03-10-2014,Standard Class,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0,53.196
29-09-2014,03-10-2014,Standard Class,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Office Supplies,Fasteners,Stockwell Push Pins,8.72,4,0,2.8776
29-09-2014,03-10-2014,Standard Class,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 223,6.48,1,0,3.1104
29-09-2014,03-10-2014,Standard Class,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,0.2,223.054
29-09-2014,03-10-2014,Standard Class,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0,16.7886
04-04-2015,04-04-2015,Same Day,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346
04-04-2015,04-04-2015,Same Day,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,Office Supplies,Fasteners,Staples,5.84,2,0,2.628
04-04-2015,04-04-2015,Same Day,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,0,5.8696
04-04-2015,04-04-2015,Same Day,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,1,0,0.438
04-04-2015,04-04-2015,Same Day,Nat Carroll,Consumer,United States,Lansing,Michigan,Central,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0,209.993
08-05-2015,14-05-2015,Standard Class,Claudia Bergmann,Corporate,United States,Cuyahoga Falls,Ohio,East,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6,0.2,1.2528
31-12-2016,06-01-2017,Standard Class,Kelly Lampkin,Corporate,United States,Reno,Nevada,West,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2,0,1.638
31-12-2016,06-01-2017,Standard Class,Kelly Lampkin,Corporate,United States,Reno,Nevada,West,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,7,0.2,53.9217
20-12-2014,21-12-2014,First Class,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0,0
20-12-2014,21-12-2014,First Class,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,7,0,493.7856
20-12-2014,21-12-2014,First Class,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3,0,29.2857
20-12-2014,21-12-2014,First Class,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,South,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2,0,100.122
02-07-2016,07-07-2016,Second Class,George Bell,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184
29-06-2017,04-07-2017,Standard Class,Alex Avila,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,3,0,90.735
29-06-2017,04-07-2017,Standard Class,Alex Avila,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2,0,5.77
01-09-2014,05-09-2014,Second Class,Larry Tron,Consumer,United States,Escondido,California,West,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3,0,15.6426
03-03-2014,08-03-2014,Standard Class,Anne Pryor,Home Office,United States,New York City,New York,East,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0,4.5954
03-03-2014,08-03-2014,Standard Class,Anne Pryor,Home Office,United States,New York City,New York,East,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,0.2,40.872
03-03-2014,08-03-2014,Standard Class,Anne Pryor,Home Office,United States,New York City,New York,East,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785
04-05-2014,08-05-2014,Standard Class,Paul MacIntyre,Consumer,United States,Jackson,Michigan,Central,Office Supplies,Binders,Fellowes Binding Cases,46.8,4,0,21.06
02-11-2015,02-11-2015,Same Day,Kelly Collister,Consumer,United States,Seattle,Washington,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9,0,49.2723
08-12-2017,10-12-2017,Second Class,Delfina Latchford,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0,33.9388
08-12-2017,10-12-2017,Second Class,Delfina Latchford,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,3,0,0
08-12-2017,10-12-2017,Second Class,Delfina Latchford,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1996,19.44,3,0,9.3312
08-12-2017,10-12-2017,Second Class,Delfina Latchford,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Iris Project Case,31.92,4,0,8.2992
10-03-2014,14-03-2014,Standard Class,Scott Williamson,Consumer,United States,Royal Oak,Michigan,Central,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2,0,10.7424
21-04-2014,25-04-2014,Standard Class,Allen Armold,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.5755
22-10-2015,26-10-2015,Standard Class,Liz Thompson,Consumer,United States,Bloomington,Illinois,Central,Office Supplies,Binders,GBC Instant Report Kit,5.176,4,0.8,-7.764
22-08-2015,25-08-2015,First Class,Dave Poirier,Corporate,United States,New York City,New York,East,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6,0.2,16.2864
29-08-2016,03-09-2016,Standard Class,Adam Bellavance,Home Office,United States,Concord,New Hampshire,East,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0,8.0997
27-12-2014,30-12-2014,Second Class,Alyssa Tate,Home Office,United States,Los Angeles,California,West,Office Supplies,Labels,Staple-on labels,11.56,4,0,5.4332
01-12-2016,05-12-2016,Standard Class,Joel Eaton,Consumer,United States,Rockville,Maryland,East,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0,51.75
01-12-2016,05-12-2016,Standard Class,Joel Eaton,Consumer,United States,Rockville,Maryland,East,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,0,44.9925
24-04-2016,27-04-2016,Second Class,Cathy Armstrong,Home Office,United States,Houston,Texas,Central,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674
21-06-2014,25-06-2014,Standard Class,Dave Brooks,Consumer,United States,Lakewood,New Jersey,East,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0,357.1911
21-06-2014,25-06-2014,Standard Class,Dave Brooks,Consumer,United States,Lakewood,New Jersey,East,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0,1.0904
14-01-2017,15-01-2017,First Class,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,1,0.2,7.3386
14-01-2017,15-01-2017,First Class,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,South,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,5,0.2,0.693
24-11-2014,30-11-2014,Standard Class,Harold Ryan,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.096,7,0.2,4.2336
24-11-2014,30-11-2014,Standard Class,Harold Ryan,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,0,9.7176
24-11-2014,30-11-2014,Standard Class,Harold Ryan,Corporate,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 220,25.92,4,0,12.4416
24-11-2014,30-11-2014,Standard Class,Harold Ryan,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,0,53.3466
26-02-2017,28-02-2017,Second Class,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0,22.1184
26-02-2017,28-02-2017,Second Class,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.536,8,0.2,66.7152
26-02-2017,28-02-2017,Second Class,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224
26-02-2017,28-02-2017,Second Class,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1908,223.92,4,0,109.7208
26-02-2017,28-02-2017,Second Class,Bradley Talbott,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1924,23.12,4,0,11.3288
15-09-2015,15-09-2015,Same Day,Nat Gilpin,Corporate,United States,Coral Springs,Florida,South,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432
15-09-2015,15-09-2015,Same Day,Nat Gilpin,Corporate,United States,Coral Springs,Florida,South,Furniture,Furnishings,Ultra Door Push Plate,15.712,4,0.2,2.5532
15-09-2015,15-09-2015,Same Day,Nat Gilpin,Corporate,United States,Coral Springs,Florida,South,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",24.672,2,0.2,2.1588
15-09-2015,15-09-2015,Same Day,Nat Gilpin,Corporate,United States,Coral Springs,Florida,South,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,1,0.2,-2.0988
08-04-2016,12-04-2016,Standard Class,Zuschuss Carroll,Consumer,United States,Houston,Texas,Central,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892
08-04-2016,12-04-2016,Standard Class,Zuschuss Carroll,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136
08-04-2016,12-04-2016,Standard Class,Zuschuss Carroll,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464
18-07-2016,24-07-2016,Standard Class,Linda Southworth,Corporate,United States,Denver,Colorado,West,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006
18-07-2016,24-07-2016,Standard Class,Linda Southworth,Corporate,United States,Denver,Colorado,West,Office Supplies,Binders,Round Ring Binders,1.872,3,0.7,-1.4352
18-07-2016,24-07-2016,Standard Class,Linda Southworth,Corporate,United States,Denver,Colorado,West,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,0.2,10.6794
18-07-2016,24-07-2016,Standard Class,Linda Southworth,Corporate,United States,Denver,Colorado,West,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0.2,0
18-07-2016,24-07-2016,Standard Class,Linda Southworth,Corporate,United States,Denver,Colorado,West,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804
01-08-2017,04-08-2017,First Class,Larry Hughes,Consumer,United States,Charlotte,North Carolina,South,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,16.9975
14-07-2016,18-07-2016,Second Class,Steven Ward,Corporate,United States,New York City,New York,East,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,0,3.363
14-07-2016,18-07-2016,Second Class,Steven Ward,Corporate,United States,New York City,New York,East,Office Supplies,Binders,Acco Hanging Data Binders,9.144,3,0.2,3.2004
14-07-2016,18-07-2016,Second Class,Steven Ward,Corporate,United States,New York City,New York,East,Office Supplies,Fasteners,Ideal Clamps,14.07,7,0,6.8943
14-07-2016,18-07-2016,Second Class,Steven Ward,Corporate,United States,New York City,New York,East,Office Supplies,Art,Newell 315,41.86,7,0,10.465
14-07-2016,18-07-2016,Second Class,Steven Ward,Corporate,United States,New York City,New York,East,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836
14-07-2016,18-07-2016,Second Class,Steven Ward,Corporate,United States,New York City,New York,East,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,0.2,21.7176
09-09-2017,13-09-2017,Standard Class,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Low Back Tilter Chair,141.372,2,0.3,-48.4704
09-09-2017,13-09-2017,Standard Class,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036,2,0.7,-2.3276
09-09-2017,13-09-2017,Standard Class,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,1,0.7,-3.6024
09-09-2017,13-09-2017,Standard Class,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,1,0.2,1.5768
09-09-2017,13-09-2017,Standard Class,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.764
09-09-2017,13-09-2017,Standard Class,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.2,1.7024
09-09-2017,13-09-2017,Standard Class,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674
09-09-2017,13-09-2017,Standard Class,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Samsung Galaxy Note 2,1931.958,7,0.4,-386.3916
12-07-2014,16-07-2014,Standard Class,Ben Ferrer,Home Office,United States,Los Angeles,California,West,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,9,0,44.955
12-07-2014,16-07-2014,Standard Class,Ben Ferrer,Home Office,United States,Los Angeles,California,West,Technology,Phones,GE DSL Phone Line Filter,255.936,8,0.2,28.7928
04-12-2016,05-12-2016,First Class,Becky Martin,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,0,20.4822
04-12-2016,05-12-2016,First Class,Becky Martin,Consumer,United States,New York City,New York,East,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,1,0,34.386
04-12-2016,05-12-2016,First Class,Becky Martin,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,1,0.2,0.6048
04-12-2016,05-12-2016,First Class,Becky Martin,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Easy-staple paper,40.56,4,0,19.8744
04-12-2016,05-12-2016,First Class,Becky Martin,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,0,3.6588
04-12-2016,05-12-2016,First Class,Becky Martin,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Fellowes Econo/Stor Drawers,193.86,2,0,11.6316
06-11-2017,11-11-2017,Standard Class,Zuschuss Carroll,Consumer,United States,Los Angeles,California,West,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0,7.4872
06-11-2017,11-11-2017,Standard Class,Zuschuss Carroll,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,Dax Clear Box Frame,8.73,1,0,2.9682
06-11-2017,11-11-2017,Standard Class,Zuschuss Carroll,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0,1.7608
31-10-2015,02-11-2015,Second Class,Kean Thornton,Consumer,United States,Buffalo,New York,East,Office Supplies,Art,Design Ebony Sketching Pencil,2.78,2,0,0.7228
31-10-2015,02-11-2015,Second Class,Kean Thornton,Consumer,United States,Buffalo,New York,East,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0,35.982
30-05-2016,01-06-2016,First Class,Brooke Gillingham,Corporate,United States,Cincinnati,Ohio,East,Technology,Copiers,Canon Imageclass D680 Copier / Fax,839.988,2,0.4,69.999
28-10-2016,28-10-2016,Same Day,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,South,Furniture,Furnishings,24-Hour Round Wall Clock,47.952,3,0.2,13.7862
28-10-2016,28-10-2016,Same Day,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,South,Office Supplies,Binders,Large Capacity Hanging Post Binders,37.425,5,0.7,-29.94
28-10-2016,28-10-2016,Same Day,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,South,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968,2,0.2,0
28-10-2016,28-10-2016,Same Day,Patrick Gardner,Consumer,United States,Boynton Beach,Florida,South,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165.048,3,0.2,41.262
11-08-2014,15-08-2014,Standard Class,Greg Matthias,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0,5.434
11-08-2014,15-08-2014,Standard Class,Greg Matthias,Consumer,United States,Seattle,Washington,West,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,1,0,10.6522
11-08-2014,15-08-2014,Standard Class,Greg Matthias,Consumer,United States,Seattle,Washington,West,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,0,10.7912
29-08-2016,04-09-2016,Standard Class,Meg O'Connel,Home Office,United States,New York City,New York,East,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,4,0,5.5
15-02-2016,22-02-2016,Standard Class,Patrick Gardner,Consumer,United States,New York City,New York,East,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,124.485
15-02-2016,22-02-2016,Standard Class,Patrick Gardner,Consumer,United States,New York City,New York,East,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0,3.5752
14-05-2017,21-05-2017,Standard Class,Eva Jacobs,Consumer,United States,Gulfport,Mississippi,South,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69,9,0,23.8581
12-12-2014,14-12-2014,Second Class,Nora Preis,Consumer,United States,Fresno,California,West,Furniture,Tables,Hon Non-Folding Utility Tables,764.688,6,0.2,95.586
12-12-2014,14-12-2014,Second Class,Nora Preis,Consumer,United States,Fresno,California,West,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.848,12,0.2,135.4068
12-12-2014,14-12-2014,Second Class,Nora Preis,Consumer,United States,Fresno,California,West,Furniture,Bookcases,Bestar Classic Bookcase,254.9745,3,0.15,11.9988
18-12-2017,24-12-2017,Standard Class,Doug Jacobs,Consumer,United States,New York City,New York,East,Office Supplies,Art,Staples in misc. colors,38.82,6,0,17.469
18-12-2017,24-12-2017,Standard Class,Doug Jacobs,Consumer,United States,New York City,New York,East,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,9,0.1,139.5702
18-12-2017,24-12-2017,Standard Class,Doug Jacobs,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,13,0,511.368
18-12-2017,24-12-2017,Standard Class,Doug Jacobs,Consumer,United States,New York City,New York,East,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2,2,0,1.376
04-07-2015,09-07-2015,Standard Class,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,Central,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,4,0,285.9896
10-03-2017,14-03-2017,Standard Class,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,East,Office Supplies,Art,Newell 337,5.248,2,0.2,0.5904
10-03-2017,14-03-2017,Standard Class,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,East,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,35.91,3,0.4,-8.379
10-03-2017,14-03-2017,Standard Class,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,East,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,6.696,1,0.2,0.5022
10-03-2017,14-03-2017,Standard Class,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,East,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.872,2,0.2,11.5164
24-12-2016,28-12-2016,Second Class,Ross Baird,Home Office,United States,Charlotte,North Carolina,South,Office Supplies,Binders,GBC Linen Binding Covers,27.882,3,0.7,-20.4468
24-12-2016,28-12-2016,Second Class,Ross Baird,Home Office,United States,Charlotte,North Carolina,South,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,0.2,-47.2542
